L_Scene,R_Scene,L_Pts,R_Pts
9102.jpg,7224.jpg,3 Points,2 Points
F034.jpg,3530.jpg,4 Points,1 Point
7130.jpg,3350.jpg,4 Points,1 Point
2130.jpg,7237.jpg,1 Points,4 Points
3400.jpg,7025.jpg,2 Points,3 Points
2410.jpg,4689.jpg,4 Points,5 Points
7031.jpg,6930.jpg,4 Points,1 Point
A074.jpg,3120.jpg,2 Points,5 Points
5972.jpg,9621.jpg,5 Points,0 Points
3064.jpg,9420.jpg,4 Points,2 Points
9830.jpg,6410.jpg,4 Points,1 Point
5531.jpg,7283.jpg,3 Points,4 Points
2702.jpg,7140.jpg,5 Points,0 Points
1947.jpg,4535.jpg,5 Points,1 Point
7705.jpg,3301.jpg,5 Points,0 Points
9042.jpg,P217.jpg,0 Points,5 Points
5533.jpg,5626.jpg,3 Points,2 Points
2110.jpg,8280.jpg,5 Points,3 Points
5950.jpg,3068.jpg,0 Points,5 Points
1660.jpg,8040.jpg,2 Points,1 Point
2690.jpg,7090.jpg,1 Point,4 Points
2276.jpg,9008.jpg,3 Points,1 Point
9911.jpg,9570.jpg,5 Points,0 Points
4250.jpg,2499.jpg,5 Points,3 Points
9040.jpg,7010.jpg,3 Points,2 Points
3550.jpg,3280.jpg,2 Points,0 Points
7281.jpg,8117.jpg,0 Points,5 Points
9592.jpg,3000.jpg,2 Points,5 Points
O022.jpg,3069.jpg,2 Points,3 Points
2270.jpg,2000.jpg,2 Points,0 Points
7150.jpg,4532.jpg,2 Points,3 Points
1810.jpg,7187.jpg,3 Points,1 Point
9800.jpg,7183.jpg,1 Point,4 Points
3071.jpg,2700.jpg,1 Point,3 Points
6415.jpg,6230.jpg,2 Points,3 Points
9331.jpg,3150.jpg,2 Points,1 Point
1111.jpg,7096.jpg,0 Points,5 Points
7270.jpg,7289.jpg,3 Points,0 Points
7495.jpg,9156.jpg,1 Points,4 Points
7175.jpg,7284.jpg,2 Points,4 Points
6821.jpg,7006.jpg,2 Points,3 Points
2682.jpg,9252.jpg,5 Points,1 Point
5450.jpg,9253.jpg,5 Points,0 Points
2440.jpg,7950.jpg,4 Points,1 Point
2053.jpg,1932.jpg,4 Points,1 Points
9410.jpg,1280.jpg,0 Points,2 Points
7560.jpg,9530.jpg,4 Points,1 Point
1301.jpg,3063.jpg,2 Points,5 Points
6313.jpg,7500.jpg,3 Points,2 Points
2720.jpg,1610.jpg,4 Points,0 Points
2515.jpg,2890.jpg,4 Points,1 Points
3010.jpg,9520.jpg,5 Points,3 Points
6370.jpg,9921.jpg,4 Points,1 Points
2516.jpg,7820.jpg,4 Points,0 Points
5532.jpg,4500.jpg,2 Points,3 Points
